,Name,City,Country,IATA,Lat,Long,city_population,country_population,country_density,source_airport,destination_flights,flights_coefficient
2797,Sawyer International Airport,Gwinn,United States,MQT,46.3535995483,-87.39540100100001,7300.0,329064917.0,35.1092,MQT,87.0,83.9063031819231
2798,McGhee Tyson Airport,Knoxville,United States,TYS,35.81100082,-83.99400329999999,312887.0,329064917.0,35.1092,TYS,3729.0,83.9063031819231
2800,St Louis Lambert International Airport,St. Louis,United States,STL,38.748697,-90.370003,1127785.0,329064917.0,35.1092,STL,13441.0,83.9063031819231
2802,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,33.9888,-98.491898,13593.0,329064917.0,35.1092,SPS,162.0,83.9063031819231
2803,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,39.10329819,-84.41860199,3189.0,329064917.0,35.1092,LUK,38.0,83.9063031819231
2804,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,510730.0,329064917.0,35.1092,ATL,123485.0,83.9063031819231
2807,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,42.88079834,-85.52279663,208172.0,329064917.0,35.1092,GRR,2481.0,83.9063031819231
2809,Fresno Yosemite International Airport,Fresno,United States,FAT,36.77619934082031,-119.71800231933594,536253.0,329064917.0,35.1092,FAT,1986.0,83.9063031819231
2811,Imperial County Airport,Imperial,United States,IPL,32.834201812699995,-115.57900238,3692.0,329064917.0,35.1092,IPL,44.0,83.9063031819231
2812,Nashville International Airport,Nashville,United States,BNA,36.1245002746582,-86.6781997680664,1058982.0,329064917.0,35.1092,BNA,12621.0,83.9063031819231
2813,Laredo International Airport,Laredo,United States,LRD,27.543800354003903,-99.46160125732422,24333.0,329064917.0,35.1092,LRD,290.0,83.9063031819231
2815,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,66.88469696,-162.598999,102534.0,329064917.0,35.1092,OTZ,1222.0,83.9063031819231
2816,Altoona Blair County Airport,Altoona,United States,AOO,40.29639816,-78.31999969,3692.0,329064917.0,35.1092,AOO,44.0,83.9063031819231
2818,South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,33.22100067138672,-92.81330108642578,3692.0,329064917.0,35.1092,ELD,44.0,83.9063031819231
2819,La Guardia Airport,New York,United States,LGA,40.77719879,-73.87259674,8622357.0,329064917.0,35.1092,LGA,39789.0,83.9063031819231
2820,Tallahassee Regional Airport,Tallahassee,United States,TLH,30.396499633789062,-84.35030364990234,114784.0,329064917.0,35.1092,TLH,1368.0,83.9063031819231
2822,Waco Regional Airport,Waco,United States,ACT,31.61129951477051,-97.23049926757812,21481.0,329064917.0,35.1092,ACT,256.0,83.9063031819231
2823,Augusta State Airport,Augusta,United States,AUG,44.320598602299995,-69.7973022461,7300.0,329064917.0,35.1092,AUG,87.0,83.9063031819231
2825,McKellar-Sipes Regional Airport,Jackson,United States,MKL,35.599899,-88.915604,3692.0,329064917.0,35.1092,MKL,44.0,83.9063031819231
2826,Molokai Airport,Molokai,United States,MKK,21.15290069580078,-157.0959930419922,161268.0,329064917.0,35.1092,MKK,1922.0,83.9063031819231
2828,San Angelo Regional Mathis Field,San Angelo,United States,SJT,31.35770034790039,-100.49600219726562,22487.0,329064917.0,35.1092,SJT,268.0,83.9063031819231
2830,Chico Municipal Airport,Chico,United States,CIC,39.79539871,-121.8580017,1846.0,329064917.0,35.1092,CIC,22.0,83.9063031819231
2831,Burlington International Airport,Burlington,United States,BTV,44.4719009399,-73.15329742429998,80215.0,329064917.0,35.1092,BTV,956.0,83.9063031819231
2832,Jacksonville International Airport,Jacksonville,United States,JAX,30.49410057067871,-81.68789672851562,934439.0,329064917.0,35.1092,JAX,6633.0,83.9063031819231
2833,Durango La Plata County Airport,Durango,United States,DRO,37.1515007019,-107.753997803,630982.0,329064917.0,35.1092,DRO,452.0,83.9063031819231
2834,Washington Dulles International Airport,Washington,United States,IAD,38.94449997,-77.45580292,724342.0,329064917.0,35.1092,IAD,11818.0,83.9063031819231
2835,Easterwood Field,College Station,United States,CLL,30.58860016,-96.36380005,22739.0,329064917.0,35.1092,CLL,271.0,83.9063031819231
2837,General Mitchell International Airport,Milwaukee,United States,MKE,42.94720077514648,-87.89659881591797,577583.0,329064917.0,35.1092,MKE,7017.0,83.9063031819231
2838,Abilene Regional Airport,Abilene,United States,ABI,32.4113006592,-99.6819000244,26515.0,329064917.0,35.1092,ABI,316.0,83.9063031819231
2839,Columbia Regional Airport,Columbia,United States,COU,38.81809997558594,-92.21959686279295,34738.0,329064917.0,35.1092,COU,414.0,83.9063031819231
2840,Portland International Airport,Portland,United States,PDX,45.58869934,-122.5979996,676831.0,329064917.0,35.1092,PDX,13947.0,83.9063031819231
2842,Palm Beach International Airport,West Palm Beach,United States,PBI,26.68320083618164,-80.09559631347656,544385.0,329064917.0,35.1092,PBI,6488.0,83.9063031819231
2844,Ogdensburg International Airport,Ogdensburg,United States,OGS,44.681900024399994,-75.46549987790002,1846.0,329064917.0,35.1092,OGS,22.0,83.9063031819231
2846,Boeing Field King County International Airport,Seattle,United States,BFI,47.52999877929688,-122.302001953125,787740.0,329064917.0,35.1092,BFI,44.0,83.9063031819231
2848,Daniel K Inouye International Airport,Honolulu,United States,HNL,21.32062,-157.924228,350768.0,329064917.0,35.1092,HNL,22199.0,83.9063031819231
2849,Des Moines International Airport,Des Moines,United States,DSM,41.53400039672852,-93.66310119628906,238966.0,329064917.0,35.1092,DSM,2848.0,83.9063031819231
2850,Coastal Carolina Regional Airport,New Bern,United States,EWN,35.0730018616,-77.04290008539998,35493.0,329064917.0,35.1092,EWN,423.0,83.9063031819231
2851,San Diego International Airport,San Diego,United States,SAN,32.7336006165,-117.190002441,1469490.0,329064917.0,35.1092,SAN,18389.0,83.9063031819231
2852,Monroe Regional Airport,Monroe,United States,MLU,32.51089859008789,-92.0376968383789,43212.0,329064917.0,35.1092,MLU,515.0,83.9063031819231
2854,Ontario International Airport,Ontario,United States,ONT,34.05599975585937,-117.60099792480467,255243.0,329064917.0,35.1092,ONT,3042.0,83.9063031819231
2856,Roswell International Air Center Airport,Roswell,United States,ROW,33.30160140991211,-104.53099822998048,13090.0,329064917.0,35.1092,ROW,156.0,83.9063031819231
2858,Brownsville South Padre Island International Airport,Brownsville,United States,BRO,25.90679931640625,-97.4259033203125,22991.0,329064917.0,35.1092,BRO,274.0,83.9063031819231
2859,Dothan Regional Airport,Dothan,United States,DHN,31.3213005065918,-85.44960021972656,26934.0,329064917.0,35.1092,DHN,321.0,83.9063031819231
2863,Four Corners Regional Airport,Farmington,United States,FMN,36.7411994934,-108.230003357,16614.0,329064917.0,35.1092,FMN,198.0,83.9063031819231
2864,Corpus Christi International Airport,Corpus Christi,United States,CRP,27.77039909362793,-97.5011978149414,330633.0,329064917.0,35.1092,CRP,697.0,83.9063031819231
2865,Syracuse Hancock International Airport,Syracuse,United States,SYR,43.11119842529297,-76.1063003540039,206242.0,329064917.0,35.1092,SYR,2458.0,83.9063031819231
2867,Chicago Midway International Airport,Chicago,United States,MDW,41.785999,-87.752403,2670406.0,329064917.0,35.1092,MDW,9423.0,83.9063031819231
2868,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,37.362598,-121.929001,1399629.0,329064917.0,35.1092,SJC,14863.0,83.9063031819231
2869,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,37.362598,-121.929001,1036242.0,329064917.0,35.1092,SJC,14863.0,83.9063031819231
2870,Lea County Regional Airport,Hobbs,United States,HOB,32.6875,-103.2170029,4448.0,329064917.0,35.1092,HOB,53.0,83.9063031819231
2872,Denver International Airport,Denver,United States,DEN,39.861698150635,-104.672996521,745172.0,329064917.0,35.1092,DEN,47488.0,83.9063031819231
2873,Philadelphia International Airport,Philadelphia,United States,PHL,39.87189865112305,-75.24109649658203,1579504.0,329064917.0,35.1092,PHL,23867.0,83.9063031819231
2874,Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX,42.40259933,-96.38439941,10573.0,329064917.0,35.1092,SUX,126.0,83.9063031819231
2875,Middle Georgia Regional Airport,Macon,United States,MCN,32.692798614501946,-83.64920043945312,3692.0,329064917.0,35.1092,MCN,44.0,83.9063031819231
2880,John Glenn Columbus International Airport,Columbus,United States,CMH,39.998001,-82.891899,900274.0,329064917.0,35.1092,CMH,8281.0,83.9063031819231
2884,Edward G. Pitka Sr Airport,Galena,United States,GAL,64.73619843,-156.93699650000002,39185.0,329064917.0,35.1092,GAL,467.0,83.9063031819231
2889,Texarkana Regional Webb Field,Texarkana,United States,TXK,33.45370101928711,-93.99099731445312,13929.0,329064917.0,35.1092,TXK,166.0,83.9063031819231
2890,Plattsburgh International Airport,Plattsburgh,United States,PBG,44.6509017944336,-73.46810150146484,9985.0,329064917.0,35.1092,PBG,119.0,83.9063031819231
2893,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,61.17440032958984,-149.99600219726562,364489.0,329064917.0,35.1092,ANC,4344.0,83.9063031819231
2894,Robert Gray  Army Air Field Airport,Killeen,United States,GRK,31.067199706999997,-97.8289031982,38430.0,329064917.0,35.1092,GRK,458.0,83.9063031819231
2895,Bellingham International Airport,Bellingham,United States,BLI,48.79280090332031,-122.53800201416016,21900.0,329064917.0,35.1092,BLI,261.0,83.9063031819231
2900,Mobile Regional Airport,Mobile,United States,MOB,30.691200256348,-88.242797851562,93808.0,329064917.0,35.1092,MOB,1118.0,83.9063031819231
2902,Santa Fe Municipal Airport,Santa Fe,United States,SAF,35.617099761999995,-106.088996887,562917.0,329064917.0,35.1092,SAF,287.0,83.9063031819231
2908,Scott AFB/Midamerica Airport,Belleville,United States,BLV,38.5452,-89.835197,672.0,329064917.0,35.1092,BLV,8.0,83.9063031819231
2911,Southwest Florida International Airport,Fort Myers,United States,RSW,26.53619956970215,-81.75520324707031,769757.0,329064917.0,35.1092,RSW,9174.0,83.9063031819231
2912,King Salmon Airport,King Salmon,United States,AKN,58.67679977,-156.6490021,6881.0,329064917.0,35.1092,AKN,82.0,83.9063031819231
2914,Kapalua Airport,Lahania-kapalua,United States,JHM,20.962900161743164,-156.67300415039062,53197.0,329064917.0,35.1092,JHM,634.0,83.9063031819231
2915,John F Kennedy International Airport,New York,United States,JFK,40.63980103,-73.77890015,8622357.0,329064917.0,35.1092,JFK,44120.0,83.9063031819231
2922,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,CYS,41.15570068,-104.8119965,11076.0,329064917.0,35.1092,CYS,132.0,83.9063031819231
2923,Stockton Metropolitan Airport,Stockton,United States,SCK,37.894199371338,-121.2379989624,317088.0,329064917.0,35.1092,SCK,46.0,83.9063031819231
2924,Charleston Air Force Base-International Airport,Charleston,United States,CHS,32.89860153,-80.04049683,342758.0,329064917.0,35.1092,CHS,4085.0,83.9063031819231
2925,Reno Tahoe International Airport,Reno,United States,RNO,39.49909973144531,-119.76799774169922,345611.0,329064917.0,35.1092,RNO,4119.0,83.9063031819231
2926,Ketchikan International Airport,Ketchikan,United States,KTN,55.35559845,-131.7140045,67965.0,329064917.0,35.1092,KTN,810.0,83.9063031819231
2929,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,33.56290054,-86.75350189,842065.0,329064917.0,35.1092,BHM,3700.0,83.9063031819231
2934,Modesto City Co-Harry Sham Field,Modesto,United States,MOD,37.62580109,-120.9540024,1846.0,329064917.0,35.1092,MOD,22.0,83.9063031819231
2935,Sacramento International Airport,Sacramento,United States,SMF,38.69540023803711,-121.59100341796876,519362.0,329064917.0,35.1092,SMF,11607.0,83.9063031819231
2937,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,38.805801,-104.700996,503365.0,329064917.0,35.1092,COS,901.0,83.9063031819231
2938,Buffalo Niagara International Airport,Buffalo,United States,BUF,42.94049835,-78.73220062,338227.0,329064917.0,35.1092,BUF,4031.0,83.9063031819231
2942,Cedar City Regional Airport,Cedar City,United States,CDC,37.70100021362305,-113.0989990234375,4112.0,329064917.0,35.1092,CDC,49.0,83.9063031819231
2943,Bradley International Airport,Windsor Locks,United States,BDL,41.9388999939,-72.68319702149999,455780.0,329064917.0,35.1092,BDL,5432.0,83.9063031819231
2944,Mc Allen Miller International Airport,Mcallen,United States,MFE,26.17580032,-98.23860168,53197.0,329064917.0,35.1092,MFE,634.0,83.9063031819231
2947,Lubbock Preston Smith International Airport,Lubbock,United States,LBB,33.663601,-101.822998,76859.0,329064917.0,35.1092,LBB,916.0,83.9063031819231
2948,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,2670406.0,329064917.0,35.1092,ORD,71009.0,83.9063031819231
2950,Fairbanks International Airport,Fairbanks,United States,FAI,64.81510162,-147.85600280000003,122084.0,329064917.0,35.1092,FAI,1455.0,83.9063031819231
2955,Watertown International Airport,Watertown,United States,ART,43.99190139770508,-76.02169799804688,10741.0,329064917.0,35.1092,ART,128.0,83.9063031819231
2956,Palm Springs International Airport,Palm Springs,United States,PSP,33.829700469970696,-116.50700378417967,265816.0,329064917.0,35.1092,PSP,3168.0,83.9063031819231
2957,Rick Husband Amarillo International Airport,Amarillo,United States,AMA,35.219398,-101.706001,68720.0,329064917.0,35.1092,AMA,819.0,83.9063031819231
2960,Topeka Regional Airport - Forbes Field,Topeka,United States,FOE,38.9509010315,-95.6635971069,1846.0,329064917.0,35.1092,FOE,22.0,83.9063031819231
2962,Wilmington International Airport,Wilmington,United States,ILM,34.27059936523437,-77.90260314941406,119819.0,329064917.0,35.1092,ILM,1428.0,83.9063031819231
2963,Baton Rouge Metropolitan Airport,Baton Rouge,United States,BTR,30.533199,-91.149597,94311.0,329064917.0,35.1092,BTR,1124.0,83.9063031819231
2964,Tyler Pounds Regional Airport,Tyler,United States,TYR,32.35409927368164,-95.40239715576172,23326.0,329064917.0,35.1092,TYR,278.0,83.9063031819231
2965,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,39.1754,-76.668297,587712.0,329064917.0,35.1092,BWI,14858.0,83.9063031819231
2967,Lanai Airport,Lanai,United States,LNY,20.785600662231445,-156.9510040283203,36080.0,329064917.0,35.1092,LNY,430.0,83.9063031819231
2968,Alexandria International Airport,Alexandria,United States,AEX,31.32740020751953,-92.54979705810548,5280664.0,329064917.0,35.1092,AEX,545.0,83.9063031819231
2970,Cold Bay Airport,Cold Bay,United States,CDB,55.20610046386719,-162.72500610351562,4951.0,329064917.0,35.1092,CDB,59.0,83.9063031819231
2971,Tulsa International Airport,Tulsa,United States,TUL,36.19839859008789,-95.88809967041016,403030.0,329064917.0,35.1092,TUL,2553.0,83.9063031819231
2972,Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,57.04710006713867,-135.36199951171878,30626.0,329064917.0,35.1092,SIT,365.0,83.9063031819231
2973,Long Island Mac Arthur Airport,Islip,United States,ISP,40.79520035,-73.10019684,75348.0,329064917.0,35.1092,ISP,898.0,83.9063031819231
2974,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,427791.0,329064917.0,35.1092,MSP,26408.0,83.9063031819231
2975,New Castle Airport,Wilmington,United States,ILG,39.67869949,-75.60649872,11076.0,329064917.0,35.1092,ILG,132.0,83.9063031819231
2976,Unalaska Airport,Unalaska,United States,DUT,53.900100708,-166.54400634799998,5538.0,329064917.0,35.1092,DUT,66.0,83.9063031819231
2977,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057373047,-90.25800323486328,398523.0,329064917.0,35.1092,MSY,17792.0,83.9063031819231
2978,Portland International Jetport Airport,Portland,United States,PWM,43.64619827,-70.30930328,676831.0,329064917.0,35.1092,PWM,139.0,83.9063031819231
2979,Will Rogers World Airport,Oklahoma City,United States,OKC,35.39310073852539,-97.60070037841795,669363.0,329064917.0,35.1092,OKC,3976.0,83.9063031819231
2980,Albany International Airport,Albany,United States,ALB,42.74829864501953,-73.80169677734375,201879.0,329064917.0,35.1092,ALB,2406.0,83.9063031819231
2981,Valdez Pioneer Field,Valdez,United States,VDZ,61.13389969,-146.24800109999998,8223.0,329064917.0,35.1092,VDZ,98.0,83.9063031819231
2983,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,33.67570114,-117.8679962,335009.0,329064917.0,35.1092,SNA,7478.0,83.9063031819231
2988,Casper-Natrona County International Airport,Casper,United States,CPR,42.908001,-106.463997,15859.0,329064917.0,35.1092,CPR,189.0,83.9063031819231
2989,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,30.4832,-86.525398,983751.0,329064917.0,35.1092,VPS,1040.0,83.9063031819231
2991,Key West International Airport,Key West,United States,EYW,24.55610084533691,-81.75959777832031,102366.0,329064917.0,35.1092,EYW,1220.0,83.9063031819231
2992,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007019043,-80.94309997558594,904675.0,329064917.0,35.1092,CLT,26803.0,83.9063031819231
2993,McCarran International Airport,Las Vegas,United States,LAS,36.08010101,-115.1520004,674768.0,329064917.0,35.1092,LAS,38010.0,83.9063031819231
2994,Orlando International Airport,Orlando,United States,MCO,28.429399490356445,-81.30899810791016,303933.0,329064917.0,35.1092,MCO,33374.0,83.9063031819231
2995,Florence Regional Airport,Florence,United States,FLO,34.18539810180664,-79.7238998413086,708357.0,329064917.0,35.1092,FLO,174.0,83.9063031819231
2996,Great Falls International Airport,Great Falls,United States,GTF,47.48199844,-111.3710022,17369.0,329064917.0,35.1092,GTF,207.0,83.9063031819231
2997,Youngstown Warren Regional Airport,Youngstown,United States,YNG,41.26070023,-80.67910004,7384.0,329064917.0,35.1092,YNG,88.0,83.9063031819231
3000,Suvarnabhumi Airport,Bangkok,Thailand,BKK,13.681099891662598,100.74700164794922,10539415.0,69625582.0,135.6906,BKK,56816.0,273.9883577064276
3001,Naha Airport,Naha,Indonesia,NAH,3.6832098960876474,125.52799987792967,320899.0,270625568.0,142.0928,NAH,29.0,183.290977837023
3005,Wolter Monginsidi Airport,Kendari,Indonesia,KDI,-4.081610202789307,122.41799926757812,182192.0,270625568.0,142.0928,KDI,994.0,183.290977837023
3008,Abdul Rachman Saleh Airport,Malang,Indonesia,MLG,-7.926559925079999,112.714996338,886620.0,270625568.0,142.0928,MLG,473.0,183.290977837023
3009,Husein Sastranegara International Airport,Bandung,Indonesia,BDO,-6.900629997253418,107.57599639892578,2580191.0,270625568.0,142.0928,BDO,1716.0,183.290977837023
3011,Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG,-7.788179874420166,110.43199920654295,439829.0,270625568.0,142.0928,JOG,6551.0,183.290977837023
3014,Achmad Yani Airport,Semarang,Indonesia,SRG,-6.97273,110.375,1866492.0,270625568.0,142.0928,SRG,3583.0,183.290977837023
3015,Hang Nadim International Airport,Batam,Indonesia,BTH,1.12102997303,104.119003296,1546064.0,270625568.0,142.0928,BTH,2964.0,183.290977837023
3016,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,-2.74571990967,107.754997253,195389.0,270625568.0,142.0928,TJQ,1066.0,183.290977837023
3017,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK,-2.16219997406,106.138999939,407640.0,270625568.0,142.0928,PGK,2224.0,183.290977837023
3018,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ,0.922683000565,104.531997681,47839.0,270625568.0,142.0928,TNJ,261.0,183.290977837023
3020,Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,-3.4423599243164062,114.76300048828124,732005.0,270625568.0,142.0928,BDJ,3247.0,183.290977837023
3022,Iskandar Airport,Pangkalan Bun,Indonesia,PKN,-2.70519995689,111.672996521,62869.0,270625568.0,142.0928,PKN,343.0,183.290977837023
3023,Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,-2.22513008118,113.943000793,60303.0,270625568.0,142.0928,PKY,329.0,183.290977837023
3024,Maumere(Wai Oti) Airport,Maumere,Indonesia,MOF,-8.640649795529999,122.236999512,33543.0,270625568.0,142.0928,MOF,183.0,183.290977837023
3025,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,-8.8492898941,121.661003113,85048.0,270625568.0,142.0928,ENE,464.0,183.290977837023
3027,El Tari Airport,Kupang,Indonesia,KOE,-10.171600341796877,123.6709976196289,179076.0,270625568.0,142.0928,KOE,977.0,183.290977837023
3028,Komodo Airport,Labuhan Bajo,Indonesia,LBJ,-8.48666,119.889,113641.0,270625568.0,142.0928,LBJ,620.0,183.290977837023
3029,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,-1.2682700157200002,116.893997192,682065.0,270625568.0,142.0928,BPN,7790.0,183.290977837023
3030,Juwata Airport,Taraken,Indonesia,TRK,3.326667,117.569444,161846.0,270625568.0,142.0928,TRK,883.0,183.290977837023
3034,Muhammad Salahuddin Airport,Bima,Indonesia,BMU,-8.539649963378901,118.68699645996,53155.0,270625568.0,142.0928,BMU,290.0,183.290977837023
3035,Umbu Mehang Kunda Airport,Waingapu,Indonesia,WGP,-9.66922,120.302002,7699.0,270625568.0,142.0928,WGP,42.0,183.290977837023
3036,Juanda International Airport,Surabaya,Indonesia,SUB,-7.379829883575439,112.78700256347656,2944403.0,270625568.0,142.0928,SUB,21199.0,183.290977837023
3037,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,-7.516089916229247,110.75700378417967,206753.0,270625568.0,142.0928,SOC,1128.0,183.290977837023
3038,Incheon International Airport,Seoul,South Korea,ICN,37.46910095214844,126.45099639892578,9963452.0,51225308.0,511.1796,ICN,51034.0,282.8949481508672
3039,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,18.7667999268,98.962600708,1166978.0,69625582.0,135.6906,CNX,8874.0,273.9883577064276
3040,Chiang Rai International Airport,Chiang Rai,Thailand,CEI,19.952299118,99.8828964233,549966.0,69625582.0,135.6906,CEI,2142.0,273.9883577064276
3041,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST,8.539620399475098,99.9447021484375,12056.0,69625582.0,135.6906,NST,44.0,273.9883577064276
3043,Nakhon Phanom Airport,Nakhon Phanom,Thailand,KOP,17.383800506591793,104.64299774169922,12056.0,69625582.0,135.6906,KOP,44.0,273.9883577064276
3044,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP,15.2512998581,104.870002747,495308.0,69625582.0,135.6906,UBP,105.0,273.9883577064276
3045,Khon Kaen Airport,Khon Kaen,Thailand,KKC,16.466600418099993,102.783996582,502594.0,69625582.0,135.6906,KKC,191.0,273.9883577064276
3046,Sukhothai Airport,Sukhothai,Thailand,THS,17.238000869750973,99.81819915771484,23837.0,69625582.0,135.6906,THS,87.0,273.9883577064276
3047,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,-8.7481698989868,115.16699981689,986853.0,270625568.0,142.0928,DPS,24980.0,183.290977837023
3048,Eleftherios Venizelos International Airport,Athens,Greece,ATH,37.9364013672,23.944499969499997,3153355.0,10473455.0,79.3504,ATH,8333.0,339.19433752459156
3049,Chubu Centrair International Airport,Nagoya,Japan,NGO,34.8583984375,136.80499267578122,9552132.0,126860301.0,335.6714,NGO,11721.0,761.3110283357722
3050,Kobe Airport,Kobe,Japan,UKB,34.632801055908196,135.2239990234375,1789081.0,126860301.0,335.6714,UKB,2350.0,761.3110283357722
3051,Pullman Moscow Regional Airport,Pullman,United States,PUW,46.7439,-117.110001,12754.0,329064917.0,35.1092,PUW,152.0,83.9063031819231
3052,Lewiston Nez Perce County Airport,Lewiston,United States,LWS,46.3745002746582,-117.01499938964844,6377.0,329064917.0,35.1092,LWS,76.0,83.9063031819231
3053,Elmira Corning Regional Airport,Elmira,United States,ELM,42.1599006652832,-76.8916015625,14265.0,329064917.0,35.1092,ELM,170.0,83.9063031819231
3054,Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,42.49100112915039,-76.4583969116211,18963.0,329064917.0,35.1092,ITH,226.0,83.9063031819231
3055,Monterey Peninsula Airport,Monterey,United States,MRY,36.58700180053711,-121.84300231933594,66790.0,329064917.0,35.1092,MRY,796.0,83.9063031819231
3056,Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,34.42620087,-119.8399963,61588.0,329064917.0,35.1092,SBA,734.0,83.9063031819231
3057,Daytona Beach International Airport,Daytona Beach,United States,DAB,29.179899,-81.058098,60161.0,329064917.0,35.1092,DAB,717.0,83.9063031819231
3059,Riga International Airport,Riga,Latvia,RIX,56.92359924316406,23.971099853515625,630692.0,1906743.0,29.5349,RIX,3725.0,169.31328859060403
3062,Kaunas International Airport,Kaunas,Lithuania,KUN,54.96390151977539,24.084800720214844,56508.0,2759627.0,42.2608,KUN,130.0,434.67313712085775
3063,Palanga International Airport,Palanga,Lithuania,PLQ,55.97320175170898,21.093900680541992,53900.0,2759627.0,42.2608,PLQ,124.0,434.67313712085775
3064,Vilnius International Airport,Vilnius,Lithuania,VNO,54.634102,25.285801,567684.0,2759627.0,42.2608,VNO,1306.0,434.67313712085775
3066,Zvartnots International Airport,Yerevan,Armenia,EVN,40.1473007202,44.3959007263,409028.0,2957731.0,99.4429,EVN,941.0,434.67313712085775
3067,Gyumri Shirak Airport,Gyumri,Armenia,LWN,40.7504005432,43.859298706100006,9563.0,2957731.0,99.4429,LWN,22.0,434.67313712085775
3069,Asmara International Airport,Asmara,Eritrea,ASM,15.291899681091309,38.91070175170898,962985.0,3497117.0,29.7374,ASM,45.0,21399.666666666668
3070,Massawa International Airport,Massawa,Eritrea,MSW,15.670000076293944,39.37009811401367,470793.0,3497117.0,29.7374,MSW,22.0,21399.666666666668
3072,Batumi International Airport,Batumi,Georgia,BUS,41.6102981567,41.5997009277,58066.0,3996765.0,57.3424,BUS,48.0,1209.68911335578
3073,Kopitnari Airport,Kutaisi,Georgia,KUT,42.176700592,42.4826011658,35081.0,3996765.0,57.3424,KUT,29.0,1209.68911335578
3074,Tbilisi International Airport,Tbilisi,Georgia,TBS,41.6692008972,44.95470047,1077833.0,3996765.0,57.3424,TBS,891.0,1209.68911335578
3075,Mukalla International Airport,Mukalla,Yemen,RIY,14.662599563598633,49.375,859451.0,29161922.0,55.2343,RIY,264.0,3255.493215739484
3076,Ta'izz International Airport,Taiz,Yemen,TAI,13.6859998703,44.1390991211,845154.0,29161922.0,55.2343,TAI,154.0,3255.493215739484
3077,Hodeidah International Airport,Hodeidah,Yemen,HOD,14.753000259399414,42.97629928588867,358105.0,29161922.0,55.2343,HOD,110.0,3255.493215739484
3078,Aden International Airport,Aden,Yemen,ADE,12.829500198364258,45.02880096435547,980455.0,29161922.0,55.2343,ADE,506.0,3255.493215739484
3079,Ataq Airport,Ataq,Yemen,AXK,14.551300048828123,46.82619857788086,71621.0,29161922.0,55.2343,AXK,22.0,3255.493215739484
3080,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,AAY,16.191699981689453,52.17499923706055,71621.0,29161922.0,55.2343,AAY,22.0,3255.493215739484
3081,Sana'a International Airport,Sanaa,Yemen,SAH,15.476300239562988,44.21969985961914,2972988.0,29161922.0,55.2343,SAH,814.0,3255.493215739484
3083,Socotra International Airport,Socotra,Yemen,SCT,12.63070011138916,53.905799865722656,143242.0,29161922.0,55.2343,SCT,44.0,3255.493215739484
3084,Memmingen Allgau Airport,Memmingen,Germany,FMM,47.9888000488,10.2395000458,21618.0,83517045.0,233.8666,FMM,109.0,198.32736336569283
3085,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,38.7719,34.5345,69076.0,83429615.0,106.4748,NAV,63.0,1096.4350212423928
3086,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358,15153729.0,44780677.0,16.1058,EZE,9458.0,2066.4899073977735
